Angle,Realized Gain
42.7623633212251,9.50162598171861
45.3425497390888,9.05494703491342
47.7709604853133,8.56962477326199
49.8958198882599,8.10912552767434
51.6412401121089,7.65204982816834
53.7454028325592,7.06169323984352
55.4839241622427,6.5630048033038
56.8943647471711,6.1205404841669
58.3952575000461,5.67228049272023
59.9130142164365,5.18983179508451
61.4307709328268,4.68173695386349
62.9485276492173,4.13517289726451
64.4494204020922,3.60854968930721
65.5287140670809,3.16217130796472
66.7429194401932,2.70464739680383
67.9571248133056,2.24826840276728
69.1713301864179,1.72777404976748
70.3855355595302,1.24735179611971
71.5997409326425,0.721514496539648
72.8139463057548,0.203691616829982
74.0281516788671,-0.33550304920076
75.1122636191459,-0.8552815818223
76.3047867534527,-1.38723301568297
77.518992126565,-1.9477994680348
78.7115152608717,-2.50570235671393
79.6438515295115,-2.98978939977526
80.5545055593458,-3.44895060174609
81.46515958918,-3.91523573249062
82.3758136190142,-4.37083497007461
83.2864676488485,-4.85136795836653
84.1971216786827,-5.34614880420584
84.8801122010584,-5.84279368322168
85.8059437980565,-6.40987686938177
86.9796756587318,-6.98363735458416
87.6500182084709,-7.50878256263828
88.5986161562148,-8.03026429954843
89.4713262681393,-8.55533568450645
90.3187404347906,-9.0863529046629
91.2293944646249,-9.6891800035699
92.0135687680932,-10.2694941341286
93.0966951520627,-10.9053953782533
94.0625403352202,-11.6187311778957
94.8214186934154,-12.1776827500203
95.406839141166,-12.6725822401212
96.4357599281215,-13.3502753860989
97.2498294396401,-14.0147704964802
97.894876044106,-14.5604062276458
98.9193618276695,-15.1798143015332
99.353006603781,-15.757839256978
100.36123070824,-16.3440506664725
100.892445558977,-16.866575154615
101.899684107127,-17.4400077981588
103.034168925439,-18.0436167507654
104.990388693231,-18.4919265168754
108.025902126012,-18.2816347164427
109.543658842402,-17.7886394667403
110.791592142545,-17.3022729158753
112.386003238551,-16.7678283745925
113.914798185607,-16.2498791567206
115.614685707964,-15.733588369909
118.346647797466,-15.2735146857081
121.685712573525,-15.1362943280337
124.873001677945,-15.4102447909124
127.604963767448,-15.8585899865158
130.48870152859,-16.347389064324
133.827766304648,-16.6745193367168
137.166831080707,-16.595585669009
140.505895856766,-16.3301345934081
143.844960632825,-16.0802266351317
146.880474065606,-15.7574631107264
149.419267118477,-15.2952086091758
150.826641528221,-14.778857996894
152.040846901333,-14.2735066064818
153.255052274445,-13.7601407961992
154.469257647558,-13.2040314132745
155.68346302067,-12.6799797098313
157.049444065421,-12.1606812909884
158.506490513156,-11.6557756075189
160.38850884148,-11.1074370282474
163.272246602622,-10.7787652792741
166.307760035403,-10.9868423868238
168.432619438349,-11.510566500278
169.511913103338,-11.9355306909614
170.861030184574,-12.4206530150609
172.075235557686,-12.9838909407029
173.13766525916,-13.4990977144445
174.048319288994,-13.9725067739627
174.958973318828,-14.4566017266415
175.886491312178,-14.9822467785755
177.235608393414,-15.559980176733
179.056916453082,-16.0013231677814
